campaign_id,adgroup_id,criterion_id,date,position,match_type,clicks,conversions
112793959,2545176679,16205075067,2015-11-17,2.9,Broad,2,1
142621759,18163624879,4114015886,2015-11-17,2.1,Exact,3,1
131653159,15256412239,78819876199,2015-11-17,3.4,Broad,3,1
112793959,3550275439,1771909676,2015-11-17,2.4,Exact,2,1
179770279,18163612879,2390934662,2015-11-17,4.2,Exact,2,1
142621759,16879802599,50652288481,2015-11-17,2,Broad,2,1
112793959,5765038639,23670529991,2015-11-17,1,Broad,2,1
112793959,7970668519,14282121573,2015-11-17,1,Exact,2,1
112793959,18163653799,919095716,2015-11-17,1,Exact,3,1
112793959,1122935029,108490255,2015-11-17,3.1,Phrase,10,1
98077879,16879802599,5275164200,2015-11-17,2.2,Broad,2,1
112793959,7970668519,23464439724,2015-11-17,1,Exact,2,1
132553759,7394712199,1049627243,2015-11-17,1,Exact,4,1
112793959,4842568519,24995177600,2015-11-17,2.6,Broad,2,1
103315159,3550278199,538796776,2015-11-17,2.5,Exact,6,1
112793959,3550274719,381442129,2015-11-17,1,Exact,2,1
132553759,4844097799,31344470276,2015-11-17,2.9,Broad,2,1
132553759,7970668639,24509315106,2015-11-17,1,Exact,5,1
132553759,3550275319,5046676924,2015-11-17,1,Exact,4,1
132553759,7334603959,6521529784,2015-11-17,1.5,Broad,13,1
112793959,7388608159,50786886799,2015-11-17,4.1,Broad,2,1
112793959,3550276879,5046678724,2015-11-17,2.5,Exact,2,1
112793959,4065058999,1688541561,2015-11-17,3,Exact,6,1
132553759,2545208239,20993312431,2015-11-17,1.5,Broad,3,1
132553759,3550275439,1484925084,2015-11-17,1.9,Broad,5,1
112793959,7518822439,4938157506,2015-11-17,2.7,Broad,2,1
132553759,3550278199,12310018603,2015-11-17,2.2,Broad,2,1
132553759,7970668519,11664671090,2015-11-17,1,Exact,2,1
112793959,7385745679,3239337845,2015-11-17,2.2,Exact,5,1
112793959,7394719399,178263064,2015-11-17,1,Exact,4,1
112793959,7519277239,51360299359,2015-11-17,2.7,Broad,3,1
112793959,7222144639,114369875,2015-11-17,1.2,Exact,8,1
132553759,7488851599,4033591090,2015-11-17,2.4,Exact,3,1
132553759,7970668519,24911271918,2015-11-17,1,Exact,5,1
112793959,5837113759,799353439,2015-11-17,1.5,Exact,3,1
112793959,18163629439,1773625826,2015-11-17,1,Exact,3,1
132553759,4065058879,12982311775,2015-11-17,1,Exact,6,1
33123139,7374149359,21400562906,2015-11-17,4.3,Broad,3,1
132553759,7394710399,178264944,2015-11-17,1.2,Exact,4,1
132553759,3550274359,1484752494,2015-11-17,2.2,Broad,3,1
112793959,2545197919,11679244139,2015-11-17,2.2,Broad,6,1
112793959,8682194359,139541116,2015-11-17,1.4,Phrase,3,1
112793959,4942988839,24695094223,2015-11-17,3,Broad,4,1
132553759,7358260879,50494366759,2015-11-17,2.5,Broad,3,1
179770279,7385344399,4033836490,2015-11-17,2,Exact,2,1
132553759,7351793239,21399761066,2015-11-17,2.3,Broad,3,1
132553759,3550276159,5046670084,2015-11-17,1,Exact,2,1
132553759,7519568959,6752510985,2015-11-17,1,Exact,2,1
179770279,2545226239,24514248879,2015-11-17,2.1,Broad,7,1
112793959,7377985759,4938153066,2015-11-17,2.5,Broad,9,1
132553759,11017798639,267132266,2015-11-17,5,Phrase,10,1
132553759,3550274239,1484943894,2015-11-17,3.5,Broad,2,1
112793959,4954394719,41934642588,2015-11-17,2.9,Broad,2,1
112793959,7518587839,6753114525,2015-11-17,1.4,Phrase,3,1
179770279,7385326159,7195367046,2015-11-17,4.5,Broad,7,1
112793959,7333929439,8764804891,2015-11-17,1,Exact,2,1
112793959,7352464999,647715470,2015-11-17,1.2,Exact,5,1
131653159,7970668519,23464438044,2015-11-17,1,Exact,3,1
142621759,18163636879,659502109,2015-11-17,1.8,Exact,4,1
132553759,4843174639,40249490854,2015-11-17,1.7,Broad,3,1
112793959,4065057559,2502946383,2015-11-17,2,Exact,2,1
132553759,7489418959,6762614155,2015-11-17,1.3,Exact,3,1
131653159,7471125079,5874380198,2015-11-17,3,Phrase,2,1
142621759,15256467919,78820059199,2015-11-17,2.3,Broad,2,1
112793959,14573350519,181438520,2015-11-17,1.9,Phrase,8,1
112793959,7359045199,21400478426,2015-11-17,2.4,Broad,4,1
179770279,8572251319,153571592,2015-11-17,3.8,Broad,5,1
179770279,7333929439,31219792801,2015-11-17,1,Exact,3,1
132553759,4842987559,40449437959,2015-11-17,1.3,Broad,3,1
112793959,7492610839,51226806319,2015-11-17,1.8,Broad,3,1
112793959,7394714839,2553064203,2015-11-17,1.3,Exact,2,1
112793959,4842696319,38366507599,2015-11-17,1.2,Broad,2,1
112793959,3550277719,1484970624,2015-11-17,1.7,Broad,4,1
112793959,7394724919,398082420,2015-11-17,1.5,Exact,8,1
179770279,5217421759,3024638844,2015-11-17,1.8,Exact,3,1
179770279,7394719159,114368235,2015-11-17,2.1,Exact,5,1
179770279,4954392799,3031559244,2015-11-17,1.4,Exact,3,1
112793959,7334749879,4033595170,2015-11-17,1.6,Exact,9,1
112793959,7385326159,5164606518,2015-11-17,1,Exact,2,1
112793959,7374716239,3239284625,2015-11-17,1,Exact,2,1
179770279,4844029279,40441887799,2015-11-17,1,Broad,2,1
132553759,7488856399,5163703728,2015-11-17,1.1,Exact,5,1
112793959,11017785559,30705523,2015-11-17,2.2,Phrase,2,0
112793959,8682195199,11542252,2015-11-17,6.4,Phrase,3,0
132553759,8525581519,6762329125,2015-11-17,1.3,Exact,2,0
132553759,7394718679,5046312304,2015-11-17,1,Exact,4,0
132553759,7518731479,51360612799,2015-11-17,2.4,Broad,2,0
112793959,8682193879,1230166633,2015-11-17,1.3,Phrase,2,0
132553759,7519401799,55773711919,2015-11-17,1.8,Broad,2,0
132553759,2545185199,9995468401,2015-11-17,3.3,Broad,16,0
179770279,2545176679,53999483,2015-11-17,2.2,Exact,4,0
112793959,5217419479,799353559,2015-11-17,3.7,Exact,2,0
179770039,7489287319,5164350918,2015-11-17,2,Exact,2,0
112793959,18163615999,1080197552,2015-11-17,3.5,Exact,5,0
112793959,7358292799,4033925110,2015-11-17,1.3,Exact,3,0
131653159,8525617999,11286846978,2015-11-17,4.2,Exact,3,0
112793959,7389727039,50795635879,2015-11-17,3.3,Broad,2,0
179770039,7394726239,265463996,2015-11-17,3.7,Exact,2,0
112793959,4954395559,31454120988,2015-11-17,1.5,Phrase,2,0
112793959,3550275439,1771909256,2015-11-17,2.3,Exact,2,0
112793959,18163648399,637938928,2015-11-17,1.9,Exact,2,0
112793959,7358680399,3239311865,2015-11-17,1.8,Exact,3,0
132553759,2545226239,34374256121,2015-11-17,2.5,Broad,2,0
112793959,18163636399,33983484919,2015-11-17,1,Exact,2,0
112793959,4065075079,4114909262,2015-11-17,3.3,Exact,2,0
112793959,7519282039,5165978028,2015-11-17,1,Exact,2,0
179770279,7378014559,3239314505,2015-11-17,2.1,Exact,4,0
112793959,3550274959,15541548936,2015-11-17,1.7,Broad,2,0
131653159,15256419199,10065697355,2015-11-17,3.5,Broad,3,0
112793959,7333929439,5529351883,2015-11-17,1,Exact,3,0
112793959,5217419359,3024639864,2015-11-17,3.1,Exact,6,0
179770279,7389770959,4033677130,2015-11-17,1.8,Exact,5,0
112793959,7388585359,33239448228,2015-11-17,1.9,Broad,5,0
132553759,8682194599,23753313,2015-11-17,1.4,Phrase,2,0
134636479,4950834319,4449099385,2015-11-17,7.6,Phrase,2,0
112793959,18163652479,381441889,2015-11-17,1,Exact,2,0
179770039,8682195439,1060142790,2015-11-17,1,Phrase,2,0
132553759,15256447039,1338880260,2015-11-17,3.4,Broad,2,0
131653159,4844097919,24601423363,2015-11-17,2.2,Broad,2,0
112793959,4954395079,638121388,2015-11-17,3.4,Exact,2,0
112793959,11017791079,178269064,2015-11-17,2.8,Phrase,3,0
179770279,8682192439,1028392512,2015-11-17,2,Phrase,3,0
132553759,7489110199,4938187626,2015-11-17,5.3,Broad,2,0
132553759,3550277839,1049472096,2015-11-17,2.4,Broad,5,0
179770039,2545226359,20992327111,2015-11-17,1.3,Broad,2,0
112793959,7970668399,48983823564,2015-11-17,1,Broad,3,0
112793959,2545200559,9995460841,2015-11-17,1.3,Broad,2,0
179770039,3550274239,260677526,2015-11-17,4.6,Broad,3,0
112793959,7394718319,294034003,2015-11-17,4.4,Exact,2,0
179770279,4943104159,39242601439,2015-11-17,4.2,Broad,2,0
112793959,3550276999,1572758406,2015-11-17,2.8,Broad,6,0
132553759,5765084839,37570786048,2015-11-17,1.3,Broad,2,0
112793959,7373359519,50553208999,2015-11-17,2.5,Broad,6,0
179770039,3550277839,15688649456,2015-11-17,3.3,Broad,2,0
112793959,8525617999,4033925830,2015-11-17,2.6,Exact,2,0
179770039,4950661999,783570236,2015-11-17,2.2,Phrase,3,0
132553759,7519568959,51365333479,2015-11-17,2.3,Broad,2,0
112793959,8528443999,33239258508,2015-11-17,1.3,Broad,2,0
132553759,15256309159,181438660,2015-11-17,1.3,Phrase,2,0
112793959,7394717959,265455596,2015-11-17,3.3,Exact,2,0
132553759,3550279759,1871817928,2015-11-17,2.6,Broad,3,0
132553759,3550278199,21838351038,2015-11-17,1,Exact,2,0
33123139,4843173799,38380862839,2015-11-17,2.8,Broad,2,0
87364399,7389770959,4033813990,2015-11-17,1.3,Exact,5,0
132553759,7484654479,5164486638,2015-11-17,1.2,Exact,2,0
132553759,4065043279,37357123279,2015-11-17,1.3,Broad,2,0
179770279,7489009639,51120800839,2015-11-17,3.9,Phrase,2,0
112793959,1122934489,8946786961,2015-11-17,3.3,Broad,2,0
132553759,2545224079,48195690,2015-11-17,2.2,Exact,2,0
132553759,8527403959,2562021727,2015-11-17,1,Exact,3,0
132553759,7374666079,50563996879,2015-11-17,1,Broad,3,0
112793959,7373373199,2562022027,2015-11-17,1,Exact,2,0
131653159,15256109959,78818994799,2015-11-17,1.5,Exact,2,0
132384319,7394717479,114367255,2015-11-17,1.8,Exact,5,0
112793959,8682194599,127447044,2015-11-17,2,Phrase,2,0
132553759,7519974679,51367468999,2015-11-17,1.7,Broad,2,0
112793959,7519109719,38134817268,2015-11-17,1.6,Broad,4,0
131653159,4065156799,301357759,2015-11-17,2.3,Exact,3,0
179770039,4842896839,29114493345,2015-11-17,1,Broad,2,0
179770279,7385335279,2562021607,2015-11-17,2.9,Exact,2,0
112793959,3550279519,381443089,2015-11-17,1,Exact,3,0
179770039,4942974319,24600341563,2015-11-17,3.8,Broad,3,0
131653159,11017840039,22365417973,2015-11-17,4.3,Broad,5,0
179770039,7970668639,33984169759,2015-11-17,1,Exact,2,0
131653159,4942982479,39242170759,2015-11-17,2.5,Broad,2,0
112793959,11017797559,178263264,2015-11-17,4.3,Phrase,2,0
132553759,8461496119,498800256,2015-11-17,2.2,Phrase,4,0
132553759,15256414279,96072590,2015-11-17,4.6,Broad,2,0
131653159,7352487799,4033925530,2015-11-17,1.3,Exact,3,0
112793959,4065041839,37357127719,2015-11-17,2.6,Broad,5,0
132553759,11017794199,1219657972,2015-11-17,2.5,Phrase,5,0
131653159,7471117879,106445895,2015-11-17,2,Phrase,5,0
112793959,4950587839,27274102326,2015-11-17,2.3,Phrase,2,0
132553759,4943104279,24600747643,2015-11-17,2.9,Broad,3,0
112793959,3550276159,29381351388,2015-11-17,1,Exact,2,0
112793959,7394713399,1946125073,2015-11-17,2.7,Exact,2,0
112793959,4942982359,39242170519,2015-11-17,2,Broad,2,0
112793959,16879802599,3401165665,2015-11-17,2,Broad,5,0
132553759,4842692719,38363220319,2015-11-17,1,Broad,2,0
112793959,2545226239,34375331681,2015-11-17,2.3,Broad,2,0
131653159,2545165279,12482111,2015-11-17,2.1,Broad,2,0
132553759,8682195439,298408313,2015-11-17,1.3,Phrase,2,0
132553759,4845205399,21589414160,2015-11-17,2.9,Broad,2,0
131653159,7334613079,2562018547,2015-11-17,2,Exact,2,0
179770279,7394709319,114371675,2015-11-17,1,Exact,2,0
33123139,4943003599,39242778919,2015-11-17,2.4,Broad,2,0
112793959,3550275319,2085939407,2015-11-17,1.9,Broad,4,0
179770279,2545226239,26065218725,2015-11-17,2,Broad,5,0
112793959,7333929439,8764805071,2015-11-17,1,Exact,2,0
132553759,8572251199,56016997039,2015-11-17,1.3,Broad,2,0
112793959,4065051319,37357124359,2015-11-17,2,Broad,2,0
112793959,3550275439,1771909316,2015-11-17,1.7,Exact,2,0
112793959,15256127479,114371895,2015-11-17,1.4,Exact,3,0
112793959,4954394119,3031543464,2015-11-17,1,Exact,3,0
112793959,7390582759,10085758953,2015-11-17,2,Broad,4,0
112793959,2545226239,44032511599,2015-11-17,1.2,Phrase,2,0
112793959,7394708119,6570191768,2015-11-17,1.9,Exact,3,0
112793959,8525617999,4033641430,2015-11-17,2.7,Exact,3,0
112793959,2545202479,20858392951,2015-11-17,2.4,Broad,2,0
112793959,3550275079,1484927364,2015-11-17,3.9,Broad,5,0
132553759,5217418399,10558196634,2015-11-17,1.5,Exact,3,0
132553759,8528211319,33238380948,2015-11-17,3.1,Broad,2,0
112793959,4065157279,5045745724,2015-11-17,1.2,Exact,2,0
179770039,2545226239,44032503919,2015-11-17,1.5,Phrase,2,0
179770279,15256466359,19224481,2015-11-17,3.4,Broad,2,0
112793959,4942971439,39241916599,2015-11-17,3.8,Broad,2,0
134636479,4843907359,40442373439,2015-11-17,1.7,Broad,3,0
112793959,11017783159,181439180,2015-11-17,3.8,Phrase,2,0
112793959,7484661679,962067631,2015-11-17,2.6,Exact,4,0
131653159,4065058279,5045801644,2015-11-17,1.9,Exact,3,0
132553759,4065053239,23718475446,2015-11-17,3.9,Broad,2,0
131653159,4845206359,41590222879,2015-11-17,3.8,Broad,2,0
132553759,4843064839,22707895207,2015-11-17,1.5,Broad,2,0
132553759,2545201039,19765576257,2015-11-17,2.4,Broad,2,0
131653159,7518276559,6752460225,2015-11-17,1.7,Exact,2,0
132553759,8527084759,55777425799,2015-11-17,1.7,Broad,2,0
179770039,7357859479,50489641879,2015-11-17,2.6,Exact,2,0
134636479,2545208239,20992753471,2015-11-17,2.9,Broad,2,0
87364399,3550280119,1572751386,2015-11-17,3.7,Broad,3,0
132553759,3550274719,438277055,2015-11-17,3.9,Broad,2,0
131653159,14573350519,562008412,2015-11-17,4.6,Phrase,12,0
132553759,4843849759,23863290875,2015-11-17,3.4,Broad,2,0
95636959,3550275439,6693053883,2015-11-17,1.5,Exact,2,0
112793959,4844407159,27984067436,2015-11-17,1,Broad,3,0
33123139,2545188559,44032169599,2015-11-17,1,Phrase,2,0
179770279,2545185199,11679258989,2015-11-17,6.2,Broad,2,0
179770039,8525595199,2562019747,2015-11-17,1.3,Exact,3,0
131653159,7358269999,4033814890,2015-11-17,1,Exact,2,0
134636479,8682195919,23416999039,2015-11-17,1,Phrase,2,0
179770279,3550279039,5046726784,2015-11-17,1,Exact,3,0
70713799,3550278679,1484874654,2015-11-17,3.9,Broad,2,0
132553759,7970668639,14282122563,2015-11-17,1,Exact,2,0
179770039,3550276999,402657951,2015-11-17,2.6,Broad,2,0
179770039,2545185199,344482287,2015-11-17,4.8,Broad,7,0
112793959,7333929679,146043825199,2015-11-17,1,Exact,2,0
142621759,2545188199,19765662297,2015-11-17,1.4,Broad,2,0
112793959,4942978879,39241602439,2015-11-17,2,Broad,2,0
132553759,4844172559,47594502934,2015-11-17,1,Broad,2,0
132553759,7394723359,479407459,2015-11-17,1,Exact,3,0
112793959,3550277599,2174645446,2015-11-17,4.4,Broad,5,0
131653159,8682194599,19836871,2015-11-17,3,Phrase,10,0
179770039,5217421759,3031520184,2015-11-17,3,Exact,3,0
112793959,7394717719,114367175,2015-11-17,1.3,Exact,12,0
131653159,2545172479,34375240601,2015-11-17,2,Broad,2,0
142621759,8527426759,4034134690,2015-11-17,1.3,Exact,2,0
179770039,7518247879,24869924912,2015-11-17,3.2,Broad,7,0
179770279,11017787959,181438960,2015-11-17,3.2,Phrase,2,0
179770279,18163654039,1766411149,2015-11-17,1.1,Exact,2,0
112793959,4843868119,24557259659,2015-11-17,1.6,Broad,2,0
179770279,4065063799,6570076748,2015-11-17,1,Exact,2,0
179770279,8572249519,11814440048,2015-11-17,3.2,Broad,6,0
33123139,4954392079,3024639804,2015-11-17,1.5,Exact,2,0
33123139,7471127959,97560012,2015-11-17,4.1,Phrase,2,0
112793959,15256444759,17089600,2015-11-17,3,Broad,2,0
179770279,7373785039,12306112153,2015-11-17,3.2,Broad,2,0
179770039,4950590599,7034627228,2015-11-17,2.2,Phrase,2,0
179770039,7387308559,2562018847,2015-11-17,3.7,Exact,3,0
