campaign_id,adgroup_id,criterion_id,date,position,match_type,clicks,conversions
70947473,3667768433,13969336631,2014-09-27,2,Phrase,1,0
70946273,2200046513,18574246706,2014-09-27,4,Phrase,1,0
70946273,2200043873,23074361636,2014-09-27,1,Broad,1,0
70946273,2200045433,21277904236,2014-09-27,2.1,Broad,2,0
70946273,3913343273,43473720713,2014-09-27,2.3,Broad,6,0
70946273,2200043873,28608367193,2014-09-27,1.7,Exact,2,0
70946273,2200045433,19569974409,2014-09-27,2.7,Broad,6,0
70946273,2200034513,25007446242,2014-09-27,1.9,Broad,4,0
70946273,2200034513,23541591676,2014-09-27,2.1,Broad,2,0
70946273,2200046513,18833083335,2014-09-27,3.3,Exact,4,0
70946273,2200045433,425531113,2014-09-27,4,Exact,10,0
70946273,3913343393,25931060719,2014-09-27,1.7,Exact,2,0
70946273,2200045433,609518626,2014-09-27,4.1,Exact,3,0
70946273,2200034513,7723591850,2014-09-27,2.1,Exact,3,0
70946273,2200034513,25066049786,2014-09-27,2.5,Broad,1,0
70946273,2200045433,609518596,2014-09-27,2.2,Phrase,4,0
70946273,2200020713,38376926738,2014-09-27,1.2,Broad,4,0
70951313,6268998353,1808178034,2014-09-27,1,Phrase,1,0
70951313,6268998593,5321845160,2014-09-27,1,Exact,1,0
70951313,6268996673,52965441953,2014-09-27,2,Broad,3,0
70951313,6268991993,26183732861,2014-09-27,4.7,Phrase,3,1
70951313,6268995473,14074438878,2014-09-27,2,Exact,1,0
70951313,6268995593,5373732808,2014-09-27,2,Exact,1,0
70945313,2200066433,28608207353,2014-09-27,1.9,Phrase,1,0
70945313,2200066433,28609576073,2014-09-27,1.3,Phrase,1,0
70945313,3913342193,25930416559,2014-09-27,1,Phrase,1,0
70944833,2200029833,410578201,2014-09-27,1.8,Exact,3,0
70945313,2200066433,28608467513,2014-09-27,1.3,Exact,1,0
70945433,2200064753,983752860,2014-09-27,1,Exact,1,0
70944833,2200025993,111631000,2014-09-27,1.7,Phrase,1,0
70945433,2200064753,6095801114,2014-09-27,3.5,Exact,1,0
70945433,2200064753,5650586269,2014-09-27,1,Phrase,1,0
70944833,3076009673,4716790827,2014-09-27,5.5,Phrase,1,0
70944833,3076009673,10527118222,2014-09-27,2,Exact,1,0
70945673,3667760873,20176187119,2014-09-27,1,Phrase,1,0
70945433,2200064753,1039538470,2014-09-27,1.7,Exact,2,0
70944833,2200025993,168655400,2014-09-27,2,Exact,3,1
70945313,2200066433,28606084553,2014-09-27,1.4,Exact,1,0
70944833,2200025993,714163780,2014-09-27,1,Exact,1,0
70944833,3076009673,24508757511,2014-09-27,2,Broad,1,0
70945433,2200064753,911502330,2014-09-27,1.2,Phrase,1,0
80646113,2560217753,18651948391,2014-09-27,2.9,Broad,2,0
80645993,5298973313,45853794473,2014-09-27,2.6,Broad,2,0
80646113,2560220033,27316408864,2014-09-27,2.3,Broad,4,0
80646113,4926316793,43779179993,2014-09-27,1.9,Broad,1,0
80646113,2560217753,39815221,2014-09-27,2.4,Exact,5,0
80645993,3721889993,26808805071,2014-09-27,2.6,Broad,4,0
81371873,2583769433,26653391,2014-09-27,1.5,Exact,12,0
80646113,2560217753,117014349,2014-09-27,2.5,Phrase,1,0
81371873,2583769433,19132266127,2014-09-27,2,Broad,3,0
80645993,5298973313,7617859891,2014-09-27,7,Phrase,1,0
70949153,6266301713,27740641623,2014-09-27,2.1,Exact,1,0
70949153,7609814513,65390484032,2014-09-27,3,Broad,2,0
70949153,7609814513,62764492090,2014-09-27,1.8,Exact,264,4
70949153,6266301713,54463483824,2014-09-27,1.6,Phrase,1,0
70949273,2200047713,17909543080,2014-09-27,1.2,Broad,2,0
70949153,7609814513,62764955050,2014-09-27,2.9,Exact,26,0
70949153,6266301713,27110482341,2014-09-27,2.2,Exact,1,0
70949273,2200006673,28946421230,2014-09-27,1.1,Broad,1,1
70949153,7609814513,65390484752,2014-09-27,3.2,Phrase,39,0
70949153,6266301713,39241841238,2014-09-27,2,Broad,1,0
70949273,2200047713,69998081,2014-09-27,1,Exact,11,0
70949153,7609814513,62764492450,2014-09-27,2.1,Exact,4,0
70949273,2200006673,20607278392,2014-09-27,1.2,Broad,2,0
70949153,6266301713,27083950649,2014-09-27,3.1,Phrase,1,0
70949153,6266301713,56259783832,2014-09-27,2,Broad,10,0
70949153,6266301713,52298939752,2014-09-27,1,Phrase,1,0
70949273,2200039553,10926878195,2014-09-27,1.3,Exact,1,0
70946273,3070443353,39361960020,2014-09-27,1.3,Broad,1,0
70946513,2200004753,42411947633,2014-09-27,1.3,Phrase,1,0
70946273,2256297233,53637147833,2014-09-27,1.5,Broad,7,0
70946273,3070443353,38090602358,2014-09-27,2.2,Broad,1,0
70946513,2200004753,42412334633,2014-09-27,3,Exact,1,0
70946273,2200046513,23073638276,2014-09-27,1.9,Broad,2,0
70946273,2256297233,27139100479,2014-09-27,1,Exact,1,0
70946513,2200047113,96607241,2014-09-27,3.7,Exact,4,0
70946513,2200041713,17897702119,2014-09-27,2,Phrase,2,0
70946513,2200043393,19100594238,2014-09-27,2.8,Phrase,1,0
70946273,2200046513,28072914699,2014-09-27,3,Exact,3,0
70946273,2200046513,21203454799,2014-09-27,2.6,Exact,2,0
70946273,2200046513,23678791967,2014-09-27,3.8,Exact,1,0
110402393,4530545873,525061543,2014-09-27,1.7,Phrase,1,0
110402393,4536302153,44256907715,2014-09-27,4,Broad,1,0
110402393,4530545873,525065353,2014-09-27,1.2,Exact,2,0
110402393,4530545393,62677374198,2014-09-27,1,Broad,1,0
110402393,4530544433,51152715128,2014-09-27,3,Broad,1,0
113132633,4840777313,20961904089,2014-09-27,2.5,Broad,2,0
122235353,5472901553,3303121686,2014-09-27,2.6,Phrase,1,0
113132633,4959582473,88321780,2014-09-27,4.3,Exact,1,0
113132633,4959582473,143705718,2014-09-27,5,Phrase,1,0
87101753,2961811913,163249576,2014-09-27,2.7,Phrase,2,0
87101753,2961811673,19695326169,2014-09-27,2.8,Broad,1,0
87101753,2961811673,19693661409,2014-09-27,3.1,Broad,1,0
87101753,2961811673,281957268,2014-09-27,2.2,Exact,1,0
85957913,4406566193,127277340,2014-09-27,3.8,Exact,3,0
85957913,3913367273,48230893553,2014-09-27,2,Broad,1,0
85957913,5948258393,50250244073,2014-09-27,2.4,Broad,1,0
87101753,2961811673,23618496146,2014-09-27,2.8,Broad,2,0
85957913,5948258153,50249725433,2014-09-27,6.2,Broad,1,0
87101753,2961812153,1042922431,2014-09-27,2,Exact,2,0
85957913,5948258873,6096092774,2014-09-27,2.6,Exact,3,0
85957913,5948258153,3237143847,2014-09-27,2.6,Exact,2,0
85957913,5948258393,50250244193,2014-09-27,1.5,Broad,1,0
85957913,5948258873,50250245393,2014-09-27,1.6,Broad,2,0
85957913,5948258393,7127138606,2014-09-27,2.1,Phrase,1,0
85957913,5948258153,2713229824,2014-09-27,3.3,Exact,2,1
70945673,2200063313,11530812560,2014-09-27,2,Phrase,3,0
70945673,2256298673,37237710875,2014-09-27,1.8,Broad,2,0
70945673,2200063313,8239839530,2014-09-27,1,Phrase,1,0
70945673,2200063313,11530812470,2014-09-27,1.1,Phrase,1,0
70945673,2200063313,24936662922,2014-09-27,1,Broad,2,0
70945673,2200063313,3059352464,2014-09-27,1.1,Exact,4,0
70945673,2200063313,28608176513,2014-09-27,1,Exact,1,0
70945673,2200063313,18802012963,2014-09-27,1.1,Exact,8,0
70945673,2256298673,39367053900,2014-09-27,1,Broad,1,0
70945673,2200063313,25502135626,2014-09-27,1.1,Exact,9,0
70945673,2200063313,20133910639,2014-09-27,1,Exact,4,1
70945673,2200063313,17903571539,2014-09-27,1.2,Exact,10,2
70947473,3913346993,1595704696,2014-09-27,3.5,Phrase,2,0
70947473,4694201753,14055346908,2014-09-27,1.8,Exact,1,0
70947473,3913346873,1595701756,2014-09-27,5.4,Exact,5,0
70947473,3667755593,10507395682,2014-09-27,3,Phrase,2,0
70947473,3667755593,1595701156,2014-09-27,1.2,Exact,2,0
70947473,3667755593,1595704336,2014-09-27,1.7,Phrase,1,0
70951433,3913357433,43474324793,2014-09-27,3,Broad,1,0
70951433,3913357433,13459131474,2014-09-27,3.1,Exact,2,0
70951433,3913357433,10413928196,2014-09-27,1.9,Phrase,5,0
70951433,3913357433,28611266033,2014-09-27,2.3,Phrase,2,0
70951433,2200035833,24300411,2014-09-27,8.1,Exact,1,0
70951433,3913357433,32610127305,2014-09-27,3.6,Broad,2,0
70951433,2992047713,18574485506,2014-09-27,2.4,Phrase,2,0
70951433,2200035833,92800640,2014-09-27,3.9,Phrase,6,0
70951433,2992047473,18951191897,2014-09-27,3.4,Broad,1,0
70951433,2992047473,329628918,2014-09-27,2,Exact,1,0
70950593,2200093553,41290683901,2014-09-27,1,Broad,2,0
70950593,2200076993,19099749798,2014-09-27,2.6,Exact,1,0
70950593,2200103753,12177970346,2014-09-27,1.4,Exact,1,0
70950593,2200103753,13203400862,2014-09-27,1.4,Phrase,1,0
70950593,2200083833,18951479057,2014-09-27,1.5,Broad,46,0
70950593,2200058993,16230037427,2014-09-27,1,Phrase,1,0
70950593,2200093553,35112357343,2014-09-27,1.2,Broad,3,0
70950593,2200076993,42093594748,2014-09-27,2.2,Broad,3,0
70950593,2200083833,50108342,2014-09-27,2.2,Exact,52,0
70950593,2200076993,28607661713,2014-09-27,2.9,Exact,3,0
70950593,2200076993,19099750638,2014-09-27,2.1,Phrase,1,0
70950593,2200076993,703058169,2014-09-27,2.2,Exact,2,0
70950473,2200029353,670958079,2014-09-27,4.5,Phrase,1,0
70950593,2256295793,5076021801,2014-09-27,1,Phrase,1,0
70950593,2200092353,23073399476,2014-09-27,1.3,Broad,2,0
70950593,2200093553,14218444998,2014-09-27,2,Exact,1,0
81371993,3904943033,31285961729,2014-09-27,1,Exact,2,0
80645993,3913362473,34702738301,2014-09-27,3.6,Broad,3,0
80645993,3913362473,3283692630,2014-09-27,3.5,Exact,10,0
81371993,3904942673,64856212553,2014-09-27,1.3,Broad,1,0
81371993,3904943033,36858815873,2014-09-27,1.1,Exact,1,0
80645993,3913362713,1586985796,2014-09-27,6.8,Phrase,1,0
80645993,4959582353,48690768397,2014-09-27,4.4,Broad,3,0
80645993,3913362593,20606132992,2014-09-27,2.3,Broad,4,0
81371993,3904942673,36859647233,2014-09-27,2.8,Exact,1,0
81371993,3904942673,36859657193,2014-09-27,2.2,Exact,5,0
70945673,3667761593,23979688442,2014-09-27,1,Phrase,1,0
70945673,6317373353,53253116393,2014-09-27,1,Broad,1,0
70945673,4538139593,25931367199,2014-09-27,1,Exact,1,0
70945673,6317373593,53253113033,2014-09-27,1,Broad,1,0
70945673,4538139593,5794502599,2014-09-27,2.7,Phrase,2,0
70945673,4538139713,176085436,2014-09-27,1.8,Phrase,11,0
70945673,4538139593,24340098378,2014-09-27,1.4,Phrase,2,0
70945673,6317372153,1341675613,2014-09-27,1,Phrase,1,0
70945673,4538139473,53246223233,2014-09-27,1.3,Broad,1,0
70945673,3667761593,24936659802,2014-09-27,1.3,Broad,1,0
70945673,6317373953,25747852403,2014-09-27,1,Phrase,1,0
70945673,6317373593,36719682232,2014-09-27,1,Exact,1,0
70945673,4538139593,32609588505,2014-09-27,1.3,Broad,1,0
70944353,2200005593,1007176768,2014-09-27,3.3,Exact,1,0
70944353,2200005593,2920392083,2014-09-27,2.2,Exact,1,0
70944353,2200005593,34809919398,2014-09-27,3,Broad,1,0
70944353,2200005473,28755176,2014-09-27,2.8,Exact,3,0
70944353,2200006553,38229367275,2014-09-27,2,Broad,1,0
70944233,3076008593,31200010913,2014-09-27,2,Exact,1,0
70944353,2200006553,18664266975,2014-09-27,1.6,Broad,2,0
70944233,3671430113,74612860,2014-09-27,2,Exact,1,0
70944353,2200005593,26850467751,2014-09-27,2.9,Broad,3,0
70944353,2200000073,28272077730,2014-09-27,2,Broad,1,0
70944353,2200005593,1529481175,2014-09-27,2.1,Exact,3,0
70944353,2200005593,2266718752,2014-09-27,2.5,Exact,6,0
70944353,2200005593,2266260352,2014-09-27,3.2,Phrase,1,0
70944353,2200005473,97091624,2014-09-27,2.8,Phrase,39,0
70944353,2200005593,171740480,2014-09-27,2.1,Phrase,2,0
70944353,2200005593,26749437591,2014-09-27,3.1,Broad,2,0
70949633,2200057913,19131150247,2014-09-27,3.2,Broad,1,0
70949153,7609814633,165626759,2014-09-27,4,Phrase,2,0
70949153,7609814873,6147359174,2014-09-27,1.3,Phrase,1,0
70949633,2200057913,118639769,2014-09-27,2,Exact,32,2
70949153,7609814633,132696050,2014-09-27,2.4,Exact,4,1
70949153,7609814993,25716997983,2014-09-27,1.2,Broad,4,0
70949633,2200057913,420009416,2014-09-27,3.4,Exact,1,0
70949153,7609814873,217475256,2014-09-27,1.8,Phrase,3,0
70949633,2200057913,465071730,2014-09-27,2.7,Phrase,1,0
70949153,7609814633,14662741922,2014-09-27,3.4,Broad,2,0
70949153,7609814753,5260098233,2014-09-27,2.4,Phrase,8,1
70949633,2200057913,1359386154,2014-09-27,2.3,Exact,2,0
70949153,7609814633,110471297,2014-09-27,3.4,Exact,2,0
70949633,2200057913,129853640,2014-09-27,3,Phrase,3,0
70949153,7609814753,753651051,2014-09-27,2.6,Phrase,3,0
70949633,2200057913,105738511,2014-09-27,2,Exact,4,0
70949633,2200057913,19395750259,2014-09-27,2.4,Broad,11,0
70949153,7609814633,143471618,2014-09-27,2.7,Phrase,22,3
70949153,7609814753,3523622805,2014-09-27,2.1,Exact,9,0
70949153,7609814513,65390491472,2014-09-27,2.3,Phrase,72,0
81371993,2583769313,4016938851,2014-09-27,2.4,Exact,2,0
81372113,3931198673,25013495562,2014-09-27,3.8,Broad,1,0
81371993,3904943513,36858822473,2014-09-27,3.4,Exact,2,0
81371993,2583769313,3971766211,2014-09-27,3.2,Phrase,12,0
81371993,2583769313,3909077871,2014-09-27,2.6,Exact,19,0
81371993,3904943513,36858863993,2014-09-27,1.2,Phrase,1,0
81371993,2583769313,2289955542,2014-09-27,2.4,Phrase,7,0
81371993,3913363193,43473974753,2014-09-27,1.7,Broad,3,0
81371993,2583769313,1523976486,2014-09-27,3.2,Exact,1,0
81371993,3913363193,21199212407,2014-09-27,1.1,Phrase,2,0
81371993,3904943033,64856207393,2014-09-27,1.5,Broad,5,0
81371993,2583769313,464044834,2014-09-27,3.1,Exact,12,0
81371993,3913363193,14176523988,2014-09-27,1.2,Phrase,2,0
81371993,2583769313,464179684,2014-09-27,2.9,Phrase,5,0
70947713,2200091153,11237769694,2014-09-27,1.4,Exact,1,0
70947713,2200091153,24947236002,2014-09-27,1.4,Broad,1,0
70947713,2200092593,18176943025,2014-09-27,1,Exact,1,0
70947473,3913347113,1913323968,2014-09-27,2.8,Exact,1,0
70947713,2200091153,62852756513,2014-09-27,1.1,Broad,1,0
70947473,3913347113,43474650713,2014-09-27,3.1,Broad,1,0
70947473,3913347113,20432843488,2014-09-27,5.3,Broad,1,0
70947473,3913347113,1595701876,2014-09-27,2.7,Exact,2,0
70947473,3913347113,28078169505,2014-09-27,2.2,Broad,6,0
70947713,2200093793,18873299459,2014-09-27,1.8,Exact,1,0
70947473,3913347113,1595705116,2014-09-27,2.2,Phrase,1,0
70947473,3913347113,28078162665,2014-09-27,2.7,Broad,2,0
70947713,2200091153,6102709514,2014-09-27,2.5,Exact,2,0
70947473,3913347113,1595699776,2014-09-27,4.6,Exact,1,0
70947713,2200091153,15341420833,2014-09-27,1.4,Exact,2,0
70947473,3913347113,1595703016,2014-09-27,1.6,Phrase,1,0
70946513,2200047113,135192631,2014-09-27,4.7,Phrase,2,0
70944353,2200030073,92769557,2014-09-27,1.5,Phrase,1,0
70944353,2200030073,110463717,2014-09-27,1.5,Exact,1,0
70944353,2200015673,2426796960,2014-09-27,2.5,Exact,3,0
70944353,2200030073,4112309017,2014-09-27,1.8,Phrase,2,0
70944353,2200028513,62156006273,2014-09-27,6.5,Broad,1,0
70944353,2200030073,27245219977,2014-09-27,1.8,Broad,1,0
70944353,2200028873,19168751888,2014-09-27,2.8,Broad,2,0
70944353,2200015673,36411405461,2014-09-27,3.4,Broad,1,0
70944353,2200028513,28948852421,2014-09-27,2.4,Broad,1,0
70944353,2200030073,26749431111,2014-09-27,2.1,Broad,1,0
70944353,2200015673,23913294146,2014-09-27,4,Broad,1,0
70944353,2200030073,138064337,2014-09-27,2.2,Exact,2,0
70944353,2200015673,26752107591,2014-09-27,3.3,Broad,1,0
70944353,2200027553,42898282944,2014-09-27,1.9,Broad,1,0
70944353,2200015673,28949460341,2014-09-27,2.2,Broad,2,0
70944353,2200026953,37442597517,2014-09-27,1.4,Broad,1,0
70944353,2200030073,19259161963,2014-09-27,2.8,Broad,6,0
70952993,3913360673,20607282712,2014-09-27,2.4,Broad,1,0
70952993,3913360913,12284925938,2014-09-27,1,Phrase,1,0
70952993,3913360673,20607280912,2014-09-27,3.8,Broad,15,0
70952993,3913360913,38004205065,2014-09-27,1.9,Broad,2,0
70952993,3913360673,3333943770,2014-09-27,1.7,Exact,37,1
70952993,3913360793,3333943890,2014-09-27,2,Exact,7,0
70952993,3913360673,5020591102,2014-09-27,2.3,Exact,1,0
70952993,3913360913,4716773967,2014-09-27,2.2,Phrase,2,0
70952993,3913360913,32615460825,2014-09-27,2.2,Broad,4,0
70952993,3913360793,45471620630,2014-09-27,1.6,Broad,2,0
70952993,3913360913,3333944010,2014-09-27,2.7,Exact,5,0
70952993,3913360673,11811616989,2014-09-27,1,Phrase,1,0
70952993,3913360913,36937564313,2014-09-27,3,Exact,1,0
70952993,3913360793,32615461065,2014-09-27,2.2,Broad,6,0
70952993,3913360793,4070642284,2014-09-27,1,Phrase,1,0
70946753,2200070633,19215200588,2014-09-27,1,Phrase,2,0
70946753,2200093313,28606154513,2014-09-27,1.8,Exact,1,0
70946873,2200020953,37637351249,2014-09-27,1,Broad,1,0
70946753,2200093313,28609554713,2014-09-27,1,Phrase,1,0
70946873,2200045913,1223228706,2014-09-27,3.3,Phrase,1,1
70946753,2200093313,14911224467,2014-09-27,2,Exact,1,0
70946753,2200056113,95221033,2014-09-27,2.8,Exact,4,0
70946873,2200045913,1595709556,2014-09-27,1.9,Exact,2,0
70946873,2200045913,2698097760,2014-09-27,2.9,Exact,3,0
70946753,2200093313,3498824205,2014-09-27,2.3,Exact,1,0
70946873,2200016633,19811062681,2014-09-27,3.3,Broad,3,0
81371993,2635288793,12425617011,2014-09-27,2.1,Exact,4,0
81371993,2635288793,7653796127,2014-09-27,3.5,Exact,1,0
81371993,2635288793,17880366202,2014-09-27,3.3,Exact,2,0
81371993,2583769313,11552059472,2014-09-27,2.1,Phrase,2,0
81371993,2583769313,11552156132,2014-09-27,1.8,Phrase,1,0
81371993,2583769313,11552256122,2014-09-27,2.8,Phrase,1,0
81371993,2583769313,11877666172,2014-09-27,2.5,Exact,1,0
81371993,2635288793,18491956001,2014-09-27,2.9,Phrase,1,0
122241713,5473358033,5507742246,2014-09-27,1.9,Phrase,2,0
122242433,5473362353,64302787793,2014-09-27,1.6,Broad,1,0
155600513,7444415873,436451553,2014-09-27,2.6,Phrase,5,0
122241713,5473358033,3121600802,2014-09-27,1.7,Exact,2,0
122235353,5472902033,2213793076,2014-09-27,1,Phrase,1,0
122242433,5473362233,28794833387,2014-09-27,5.7,Phrase,1,0
122235353,5472902033,19694677929,2014-09-27,6.3,Broad,1,0
155600513,7444415873,22104201634,2014-09-27,2,Broad,13,1
155600513,7444415873,474305560,2014-09-27,1.4,Exact,62,1
122242433,5473361633,133681904,2014-09-27,2.5,Phrase,1,0
155600513,7444415993,64109881488,2014-09-27,2.4,Broad,1,0
155600513,7444415993,64112597208,2014-09-27,1.9,Exact,1,0
122241713,5473358273,37979697209,2014-09-27,2,Exact,2,0
122235353,5472902033,32977420,2014-09-27,3.4,Exact,1,0
70947713,2200102073,24062659562,2014-09-27,1.3,Exact,1,0
70947713,2200105793,17716391807,2014-09-27,2.3,Exact,1,0
70947713,2200106513,5373930748,2014-09-27,1.9,Exact,1,0
70947713,2200102073,28560705225,2014-09-27,1.3,Broad,5,0
70947713,2200102073,24947243322,2014-09-27,1.1,Broad,3,0
70947713,2200106513,23206395386,2014-09-27,1.7,Broad,5,0
70947713,2200102073,16338282293,2014-09-27,1.8,Exact,3,0
70947713,2200106513,12381456309,2014-09-27,1,Exact,2,0
70949633,2256293273,3355536270,2014-09-27,2.5,Exact,3,0
70949633,2256293273,11124549944,2014-09-27,3.6,Exact,2,0
70949633,2256293273,19858756477,2014-09-27,2,Exact,1,0
70949633,2200068473,11900474305,2014-09-27,2,Exact,1,0
70949633,2200068473,13124047402,2014-09-27,2,Phrase,1,0
70949633,2256293273,39461274730,2014-09-27,2,Broad,1,0
70949633,2200068473,5373722488,2014-09-27,2,Exact,1,0
70949633,4947141473,39766780248,2014-09-27,3.5,Broad,1,0
70949633,4947141353,14233930668,2014-09-27,2,Phrase,1,0
70949633,3933572993,16578880733,2014-09-27,2,Exact,1,0
70949633,4947141473,14491928178,2014-09-27,2.5,Exact,2,0
70949633,4947141473,14491922778,2014-09-27,2,Exact,5,0
70949633,3933572993,12399971173,2014-09-27,2,Exact,1,0
70949633,3933572993,5751522745,2014-09-27,2.1,Phrase,2,0
70949633,4947141353,14492227428,2014-09-27,2,Exact,1,0
70949633,4947141473,39462754450,2014-09-27,2,Broad,1,0
70949633,6266441753,11803508574,2014-09-27,2.5,Phrase,1,0
70949633,3933572993,12399901423,2014-09-27,2.5,Phrase,1,0
87101753,5948258993,830200998,2014-09-27,3.5,Exact,3,0
87101753,5948258993,1591528456,2014-09-27,1.9,Phrase,1,0
87101753,5948258993,1564476156,2014-09-27,2.9,Exact,2,0
87101753,5948258993,31412779802,2014-09-27,2.7,Broad,2,0
87101753,5948258993,1042927711,2014-09-27,3.1,Phrase,1,0
87101753,5948259353,50248186193,2014-09-27,2,Broad,1,0
87101753,5948258993,2172639793,2014-09-27,3.2,Exact,3,0
87101753,5948258993,2172639853,2014-09-27,2.5,Phrase,2,0
87101753,2961812153,3303466146,2014-09-27,3,Exact,1,0
87101753,2961812153,1042943461,2014-09-27,3.3,Exact,1,0
87101753,2961812273,25798534082,2014-09-27,2,Phrase,1,0
87101753,3913367513,29565993602,2014-09-27,2,Broad,2,0
70952993,5863439873,28480596982,2014-09-27,1.7,Broad,7,2
70952993,5863439873,27010995325,2014-09-27,2.1,Phrase,1,0
